times_through_order,pitches,zone_pct,pitcher_run_value,four_seam_velocity
1,570,43.859649122807014,-0.5630000000000002,94.71584905660376
2,420,42.61904761904762,-4.618999999999997,94.83493975903615
3,161,44.099378881987576,4.3870000000000005,95.64590163934426
