"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Scholtens, Jesse",669947,"TB","FF","4-Seam Fastball",-1.6,-2,"132",22,"27","0.238","0.571","0.417",22.8,33.3,18.8,"0.186","0.461","0.365",33.3
"Anderson, Shaun",641312,"LAA","FF","4-Seam Fastball",1.2,1,"94",26.8,"27","0.217","0.217","0.27",25,18.5,16.7,"0.244","0.412","0.343",33.3
"Wilcox, Cole",677961,"SEA","FF","4-Seam Fastball",-0.2,0,"135",27.7,"27","0.238","0.429","0.376",28.6,22.2,17.1,"0.197","0.287","0.317",33.3
"Myers, Tobias",668964,"NYM","SL","Slider",-3.3,-4,"115",16.2,"27","0.32","0.6","0.411",16.3,7.4,8.7,"0.27","0.386","0.312",43.5
"Hollowell, Gavin",668970,"CHC","FF","4-Seam Fastball",4.5,4,"92",36.4,"27","0.043","0.087","0.15",20.9,18.5,17.9,"0.176","0.408","0.312",38.9
"Nicolas, Kyle",693312,"CIN","FF","4-Seam Fastball",-3.1,-3,"96",48.5,"27","0.294","0.529","0.48",17.2,18.5,20.8,"0.235","0.445","0.441",33.3
"Barnett, Mason",686930,"ATH","ST","Sweeper",-2.8,-3,"104",15.8,"27","0.259","0.63","0.402",18.9,22.2,13,"0.244","0.481","0.305",23.8
"Barlow, Scott",605130,"ATH","FF","4-Seam Fastball",-3.4,-3,"76",13.1,"27","0.35","0.9","0.563",10.7,11.1,25,"0.293","0.685","0.481",58.8
"Morris, Andrew",702193,"MIN","ST","Sweeper",-0.2,0,"104",10.8,"27","0.16","0.2","0.231",25,25.9,12.1,"0.122","0.141","0.159",11.1
"Gusto, Ryan",687473,"MIA","ST","Sweeper",0.5,0,"101",12.8,"27","0.231","0.462","0.306",15.1,18.5,19.2,"0.201","0.381","0.263",42.9
"Madden, Ty",680744,"DET","FC","Cutter",3,3,"95",17.5,"27","0.125","0.25","0.219",35.4,29.6,29.6,"0.166","0.302","0.254",25
"Bachman, Sam",696147,"LAA","CH","Changeup",-2.7,-3,"110",14.5,"27","0.304","0.652","0.427",32.6,18.5,20,"0.245","0.394","0.339",33.3
"Irvin, Jake",663623,"WSH","ST","Sweeper",-3.3,-3,"105",8.9,"27","0.36","0.56","0.419",24.4,25.9,15.6,"0.285","0.454","0.346",33.3
"Gusto, Ryan",687473,"MIA","FC","Cutter",1.5,2,"109",13.8,"27","0.24","0.32","0.311",25.4,7.4,9.1,"0.297","0.391","0.33",34.8
"Rolison, Ryan",669020,"CHC","ST","Sweeper",2.3,2,"100",13.9,"27","0.148","0.148","0.133",43.1,48.1,29.5,"0.198","0.263","0.198",42.9
"Bibee, Tanner",676440,"CLE","ST","Sweeper",-0.4,0,"107",4.8,"27","0.24","0.4","0.306",19.6,18.5,10.2,"0.265","0.423","0.323",35
"Teng, Kai-Wei",678906,"HOU","CH","Changeup",-3.3,-4,"118",10.2,"27","0.346","0.538","0.393",24.1,11.1,8.1,"0.4","0.602","0.442",47.8
"Brown, Hunter",686613,"HOU","SL","Slider",-1.5,-1,"88",7.9,"27","0.227","0.364","0.37",28.6,22.2,17.1,"0.241","0.409","0.355",25
"Painter, Andrew",691725,"PHI","CU","Curveball",0.2,0,"104",7.5,"27","0.208","0.292","0.278",25,22.2,12.5,"0.17","0.303","0.232",26.3
"Dollander, Chase",801403,"COL","SL","Slider",0.6,1,"108",14.5,"26","0.25","0.417","0.315",31.3,19.2,19.2,"0.301","0.484","0.364",68.4
"Bido, Osvaldo",674370,"CWS","FF","4-Seam Fastball",0,0,"92",29,"26","0.158","0.263","0.319",19,11.5,9.4,"0.277","0.442","0.412",50
"Vásquez, Randy",681190,"SD","CH","Changeup",-2.3,-3,"134",7.8,"26","0.32","0.36","0.317",26.7,19.2,13.5,"0.338","0.484","0.365",45
"Adam, Jason",592094,"SD","FF","4-Seam Fastball",-2.6,-3,"126",22.9,"26","0.273","0.864","0.498",12.1,7.7,4.1,"0.295","0.654","0.444",50
"Blanco, Ronel",669854,"HOU","CH","Changeup",0.2,0,"89",26.9,"26","0.208","0.292","0.254",36.5,26.9,18.4,"0.178","0.23","0.217",29.4
"Kremer, Dean",665152,"MIN","SI","Sinker",-0.5,-1,"114",14.7,"26","0.261","0.478","0.392",13,15.4,21.1,"0.353","0.684","0.468",52.6
"Alexander, Tyler",641302,"TEX","FC","Cutter",0.6,1,"183",22.3,"26","0.25","0.4","0.334",20.6,15.4,20,"0.266","0.407","0.344",22.2
"Slaten, Justin",686580,"BOS","ST","Sweeper",-0.2,0,"87",17.1,"26","0.167","0.333","0.248",43.9,42.3,26.8,"0.104","0.158","0.158",23.1
"Hall, DL",669084,"MIL","FF","4-Seam Fastball",-2.3,-2,"79",13.2,"26","0.235","0.412","0.423",33.3,23.1,17.1,"0.245","0.31","0.398",45.5
"Matz, Steven",571927,"TB","CU","Curveball",3.3,4,"126",12.1,"26","0.12","0.16","0.117",23.9,23.1,28.6,"0.24","0.33","0.236",35
"Gibson, Cade",806188,"MIA","CU","Curveball",1.2,2,"129",22.8,"26","0.19","0.238","0.287",32.7,26.9,17.1,"0.215","0.267","0.301",42.9
