"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Warren, Austin",681810,"NYM","ST","Sweeper",0,0,"311",47.7,"63","0.273","0.4","0.348",26.9,17.5,17.2,"0.293","0.463","0.371",36.4
"Kelly, Kevin",687330,"TB","CH","Changeup",1.9,4,"188",26.3,"62","0.148","0.197","0.165",29.9,32.3,24.1,"0.218","0.298","0.231",48.8
"King, John",667463,"MIA","SI","Sinker",2.1,4,"207",31.8,"62","0.157","0.255","0.276",15.8,12.9,16.7,"0.187","0.268","0.282",38.6
"Brown, Hunter",686613,"HOU","CU","Curveball",-0.6,-1,"223",20.1,"62","0.241","0.31","0.272",34,32.3,20.4,"0.237","0.371","0.289",47.4
"Weissert, Greg",669711,"BOS","FF","4-Seam Fastball",-0.3,-1,"211",28.6,"62","0.228","0.404","0.304",22.7,22.6,16.1,"0.204","0.346","0.272",27.9
"Corbin, Patrick",571578,"TOR","FC","Cutter",-3.5,-8,"214",15.2,"62","0.462","0.788","0.561",13.8,4.8,8.1,"0.376","0.719","0.487",56.9
"Giolito, Lucas",608337,"SD","FF","4-Seam Fastball",-0.4,-1,"229",41.6,"62","0.319","0.404","0.41",16.7,8.1,10.9,"0.323","0.495","0.434",64.3
"Bird, Jake",656234,"WSH","SI","Sinker",-0.2,0,"205",35.3,"62","0.309","0.473","0.393",19.1,12.9,21.1,"0.266","0.45","0.35",40.4
"Lodolo, Nick",666157,"CIN","CU","Curveball",-0.3,-1,"284",24.5,"62","0.218","0.236","0.259",39,40.3,22.3,"0.236","0.294","0.283",26.7
"Skenes, Paul",694973,"PIT","SI","Sinker",-0.7,-2,"240",10.6,"62","0.304","0.5","0.393",8.9,16.1,18.5,"0.273","0.416","0.335",54.3
"Quintana, Jose",500779,"COL","FF","4-Seam Fastball",-0.1,0,"204",29.7,"62","0.288","0.481","0.361",18.9,12.9,12.1,"0.265","0.413","0.328",34
"Petty, Chase",695534,"CIN","SI","Sinker",0.1,0,"164",34.4,"62","0.302","0.547","0.42",9.3,3.2,8.7,"0.317","0.559","0.424",42.3
"Klein, Will",694361,"LAD","ST","Sweeper",1,2,"216",28.3,"62","0.236","0.273","0.279",28.2,32.3,24.4,"0.216","0.267","0.264",25.7
"Thompson, Ryan",657044,"AZ","SL","Slider",0.4,1,"217",33.2,"62","0.233","0.333","0.249",25.2,22.6,17.3,"0.227","0.336","0.244",21.3
"Jax, Griffin",643377,"TB","FF","4-Seam Fastball",-1,-3,"250",17.8,"61","0.259","0.519","0.359",27.6,26.2,18.4,"0.242","0.521","0.359",43.6
"Hader, Josh",623352,"HOU","SI","Sinker",3.4,9,"264",62.9,"61","0.107","0.161","0.164",30.2,39.3,24.7,"0.101","0.138","0.153",31.3
"Rasmussen, Drew",656876,"TB","CH","Changeup",1.9,5,"243",12.2,"61","0.148","0.148","0.148",36.4,36.1,17.9,"0.194","0.248","0.192",25.6
"Senga, Kodai",673540,"NYM","FS","Split-Finger",0.1,0,"216",24.4,"61","0.102","0.143","0.223",43.6,45.9,24.8,"0.121","0.153","0.234",33.3
"Kelly, Merrill",518876,"AZ","SL","Slider",0.4,1,"201",10.1,"61","0.241","0.345","0.279",33.3,18,13.3,"0.26","0.427","0.304",29.2
"Holderman, Colin",670059,"CLE","ST","Sweeper",2.8,7,"249",33.7,"61","0.075","0.075","0.151",44,41,26.9,"0.115","0.18","0.201",39.3
"Iglesias, Raisel",628452,"ATL","FF","4-Seam Fastball",0.8,2,"267",38.6,"61","0.271","0.407","0.307",26.8,29.5,18.8,"0.239","0.396","0.284",46.3
"Ryan, Joe",657746,"MIN","SI","Sinker",-0.6,-1,"201",9.6,"61","0.345","0.527","0.385",7.3,14.8,15.8,"0.291","0.499","0.372",50
"Phillips, Connor",683175,"CIN","FF","4-Seam Fastball",-1.9,-5,"267",48.9,"61","0.31","0.476","0.466",14.9,14.8,14.1,"0.286","0.464","0.438",33.3
"Thornton, Trent",663423,"CHC","FF","4-Seam Fastball",1.5,3,"190",35.6,"61","0.208","0.396","0.308",16.2,9.8,10.9,"0.292","0.562","0.4",50
"Henriquez, Edgardo",683618,"LAD","SI","Sinker",2.6,5,"206",26.9,"61","0.216","0.235","0.291",13.9,8.2,16.1,"0.226","0.262","0.286",29.8
"Cole, Gerrit",543037,"NYY","SL","Slider",0.4,1,"238",19.5,"61","0.246","0.421","0.311",26,21.3,20.3,"0.223","0.372","0.284",38.6
"Taillon, Jameson",592791,"TOR","FC","Cutter",-2.4,-6,"263",18.6,"61","0.288","0.692","0.451",27.2,14.8,21.4,"0.305","0.757","0.48",51.2
"Strahm, Matt",621381,"KC","FF","4-Seam Fastball",-0.1,0,"246",38.9,"61","0.207","0.5","0.313",26.2,26.2,17.8,"0.168","0.353","0.243",40.5
"Irvin, Jake",663623,"WSH","SI","Sinker",-1.9,-5,"258",21.8,"61","0.346","0.769","0.519",10.7,11.5,14.3,"0.32","0.723","0.469",50
"Kittredge, Andrew",552640,"BAL","SI","Sinker",-0.3,-1,"202",39,"61","0.352","0.537","0.433",11.8,4.9,13.6,"0.294","0.446","0.345",39.6
"Melton, Troy",675512,"DET","SL","Slider",0,0,"191",16.4,"61","0.193","0.386","0.274",32,36.1,27.2,"0.205","0.33","0.262",36.1
"Medina, Luis",665622,"ATH","SI","Sinker",-0.8,-2,"246",26.8,"61","0.354","0.542","0.437",7,3.3,7.4,"0.36","0.575","0.447",42.9
"Beeks, Jalen",656222,"TEX","FF","4-Seam Fastball",0,0,"207",50.9,"61","0.286","0.464","0.341",14,18,19.3,"0.27","0.421","0.317",44.7
"Blackburn, Paul",621112,"NYY","CH","Changeup",5.1,10,"193",20.8,"60","0.085","0.153","0.111",32.1,23.3,25.9,"0.179","0.265","0.198",33.3
"Brubaker, JT",664141,"SF","SL","Slider",0.5,1,"238",26,"60","0.196","0.353","0.28",37.5,18.3,13.3,"0.216","0.334","0.287",23.8
"Greene, Hunter",668881,"CIN","FF","4-Seam Fastball",0.8,2,"237",52,"60","0.189","0.34","0.315",16.5,20,17.6,"0.25","0.445","0.343",53.7
"Skenes, Paul",694973,"PIT","SL","Slider",1,2,"168",7.4,"60","0.176","0.314","0.297",37.8,40,29.3,"0.156","0.295","0.267",37
"Skenes, Paul",694973,"PIT","ST","Sweeper",0.9,3,"358",15.8,"60","0.158","0.333","0.249",30.1,33.3,19.8,"0.162","0.262","0.202",23.7
"Hancock, Emerson",676106,"SEA","ST","Sweeper",-0.1,0,"307",16.1,"60","0.14","0.228","0.188",37.8,43.3,19.4,"0.142","0.179","0.169",12.9
"Erceg, Lucas",668674,"KC","SI","Sinker",1.1,2,"225",27.8,"60","0.271","0.313","0.341",14.8,11.7,13,"0.246","0.293","0.322",45.2
"Junk, Janson",676083,"MIA","ST","Sweeper",-2.4,-5,"192",13.8,"60","0.259","0.552","0.34",14.7,13.3,12.7,"0.233","0.482","0.313",33.3
"Assad, Javier",665871,"CHC","FF","4-Seam Fastball",0.3,1,"240",19,"60","0.25","0.518","0.342",17.6,15,13.6,"0.306","0.564","0.386",50
"Clarke, Taylor",664199,"AZ","SL","Slider",4,9,"236",31.1,"59","0.073","0.127","0.115",35.5,25.4,19.2,"0.191","0.394","0.273",34.1
"De Jesus, Enmanuel",646241,"DET","FF","4-Seam Fastball",1.5,4,"262",43,"59","0.176","0.294","0.277",25.8,28.8,21.3,"0.215","0.42","0.321",51.4
"Varland, Gus",681402,"WSH","SL","Slider",-3,-7,"224",39.6,"59","0.283","0.585","0.384",24.3,23.7,20.9,"0.29","0.597","0.377",42.9
"Rocker, Kumar",677958,"TEX","FC","Cutter",-0.6,-2,"274",14.9,"59","0.327","0.577","0.41",22.7,13.6,20.5,"0.367","0.603","0.437",46.7
"Backhus, Kyle",679775,"PHI","SI","Sinker",-1,-2,"196",55.4,"59","0.365","0.442","0.404",11.2,16.9,19.2,"0.31","0.462","0.376",35.7
"Miller, Erik",669062,"BOS","SL","Slider",1.9,6,"291",41,"59","0.13","0.185","0.185",55,57.6,27.6,"0.14","0.202","0.194",25
"Bassitt, Chris",605135,"BAL","CU","Curveball",0.5,1,"228",23.3,"58","0.204","0.286","0.292",29.4,15.5,13.2,"0.245","0.326","0.305",12.2
"Griffin, Foster",656492,"CLE","CU","Curveball",-3.3,-7,"221",9.9,"58","0.333","0.596","0.404",24.5,22.4,20,"0.317","0.543","0.36",42.2
"Blubaugh, AJ",805123,"HOU","ST","Sweeper",2.1,6,"284",21.9,"58","0.212","0.25","0.231",35.7,27.6,19,"0.162","0.243","0.242",21.1
"Richards, Trevor",670950,"CWS","CH","Changeup",0.6,1,"241",29.1,"58","0.096","0.154","0.157",46.6,37.9,21,"0.185","0.254","0.241",31.3
"De Los Santos, Enyel",660853,"HOU","SL","Slider",-0.7,-2,"268",30.5,"58","0.235","0.412","0.336",33.9,20.7,16.2,"0.203","0.309","0.27",27.5
"Taylor, Grant",691799,"CWS","CU","Curveball",2.2,6,"274",27.5,"58","0.151","0.17","0.191",34.4,37.9,27.5,"0.194","0.314","0.259",54.8
"Dobbins, Hunter",690928,"STL","FF","4-Seam Fastball",-0.2,0,"243",32.1,"58","0.388","0.469","0.428",16,15.5,17.6,"0.323","0.439","0.387",47.5
"Elder, Bryce",693821,"ATL","CH","Changeup",1.2,3,"208",10.5,"58","0.161","0.196","0.176",30.7,22.4,19.1,"0.177","0.272","0.209",27.9
"Bibee, Tanner",676440,"CLE","CU","Curveball",-0.9,-2,"243",10.8,"58","0.212","0.5","0.346",25.2,15.5,11.7,"0.221","0.455","0.321",34.1
"Hurt, Kyle",669165,"LAD","CH","Changeup",0.4,1,"212",35.6,"58","0.192","0.365","0.3",36.7,27.6,25.4,"0.24","0.45","0.334",38.9
"Hart, Kyle",606996,"SD","SI","Sinker",3,6,"218",28.2,"58","0.137","0.157","0.187",11.9,25.9,27.8,"0.16","0.197","0.211",18.9
"Roupp, Landen",694738,"SF","FC","Cutter",-0.7,-2,"289",13.2,"58","0.308","0.462","0.385",28.1,22.4,24.1,"0.252","0.346","0.305",28.2
"Arrighetti, Spencer",681293,"HOU","ST","Sweeper",-0.9,-2,"186",12.4,"58","0.188","0.333","0.329",26.1,25.9,30,"0.174","0.304","0.282",17.6
"Nunez, Anthony",689296,"BAL","ST","Sweeper",1.6,4,"225",29.3,"58","0.154","0.192","0.228",47.1,39.7,27.1,"0.158","0.246","0.216",30
"Quantrill, Cal",615698,"TEX","FF","4-Seam Fastball",0,0,"228",20.3,"58","0.217","0.37","0.32",27.3,20.7,13.5,"0.225","0.464","0.351",50
"Bowlan, Jonathan",680742,"PHI","FF","4-Seam Fastball",2.4,7,"302",44.3,"58","0.127","0.236","0.171",39.1,55.2,29.4,"0.107","0.207","0.162",37.5
"Lambert, Peter",663567,"HOU","FC","Cutter",0.1,0,"190",10.1,"58","0.277","0.34","0.353",16.5,20.7,19.4,"0.243","0.314","0.328",37.1
"Nance, Tommy",667297,"MIN","CU","Curveball",1.4,3,"221",31,"58","0.132","0.151","0.178",25,43.1,21.9,"0.16","0.184","0.188",27.6
"Bratt, Mitch",683352,"AZ","FF","4-Seam Fastball",-1.4,-3,"218",40.4,"58","0.271","0.5","0.391",14.2,19,15.7,"0.253","0.463","0.371",48.6
"Rodriguez, Bradgley",699134,"SD","SI","Sinker",-0.1,0,"221",25,"58","0.296","0.463","0.353",11.7,6.9,12.9,"0.253","0.373","0.299",32
"Rodriguez, Eduardo",593958,"AZ","SI","Sinker",-1.9,-4,"198",8.7,"58","0.373","0.529","0.429",7.4,8.6,10,"0.34","0.532","0.413",34.8
"Fisher, Braydon",680755,"TOR","CU","Curveball",-0.9,-3,"278",28.7,"58","0.231","0.404","0.303",25.3,31,24.7,"0.24","0.438","0.341",48.6
"Santana, Dennis",642701,"PIT","FF","4-Seam Fastball",-0.9,-2,"214",30.3,"58","0.213","0.489","0.384",17.3,15.5,15.5,"0.28","0.535","0.41",36.8
"Bernardino, Brennan",657514,"COL","CU","Curveball",0.2,0,"265",33.4,"58","0.154","0.212","0.225",34,29.3,18.9,"0.176","0.246","0.218",24.3
"Liberatore, Matthew",669461,"STL","SI","Sinker",-2.8,-5,"171",8.9,"58","0.408","0.592","0.49",7.9,10.3,15,"0.314","0.481","0.397",58.1
"Hoppe, Alex",695380,"BAL","SL","Slider",-0.7,-2,"232",44.9,"58","0.241","0.352","0.306",40,36.2,25.3,"0.243","0.34","0.271",55.9
"Schultz, Paxton",687606,"WSH","FC","Cutter",-0.6,-2,"272",44.6,"58","0.34","0.62","0.459",20.3,12.1,18.9,"0.309","0.546","0.405",38.6
"Bachman, Sam",696147,"LAA","SI","Sinker",0,0,"236",31,"58","0.191","0.298","0.334",20.5,19,15.7,"0.248","0.363","0.345",38.9
"Garcia, Julian",670062,"CIN","ST","Sweeper",-0.9,-2,"213",56.5,"57","0.212","0.519","0.318",33.7,26.3,20.8,"0.206","0.346","0.252",28.2
"Cleavinger, Garrett",664076,"TB","SL","Slider",1.3,4,"275",44.9,"57","0.185","0.315","0.239",34.5,38.6,31.4,"0.2","0.306","0.242",34.4
"Pérez, Cionel",672335,"NYM","SV","Slurve",0,0,"223",31.8,"57","0.226","0.358","0.315",33.3,35.1,24.1,"0.2","0.308","0.253",33.3
"Cecconi, Slade",677944,"CLE","CU","Curveball",-1.1,-3,"275",14.8,"57","0.255","0.431","0.324",28.7,24.6,13.9,"0.25","0.463","0.332",31.6
"Abbott, Andrew",671096,"CIN","CU","Curveball",-0.4,-1,"295",13.3,"57","0.264","0.396","0.286",23.8,12.3,18.9,"0.261","0.38","0.295",27.7
"Armstrong, Shawn",542888,"CLE","FF","4-Seam Fastball",0.3,1,"189",31.7,"57","0.24","0.46","0.333",23.1,28.1,21.1,"0.243","0.513","0.361",48.6
"Leiter Jr., Mark",643410,"ATH","FS","Split-Finger",1,2,"181",32.8,"57","0.185","0.241","0.201",45.7,54.4,27,"0.19","0.235","0.203",25
"Chapman, Aroldis",547973,"BOS","FF","4-Seam Fastball",-1.1,-3,"237",36.6,"57","0.333","0.467","0.417",19,10.5,15,"0.285","0.486","0.401",42.5
"Scott, Christian",681035,"NYM","FC","Cutter",3.2,8,"247",17.1,"57","0.135","0.173","0.184",23.6,22.8,26.5,"0.227","0.321","0.278",25.6
"Wheeler, Zack",554430,"PHI","ST","Sweeper",0.2,1,"259",14,"57","0.212","0.365","0.273",36.4,29.8,21.5,"0.203","0.305","0.253",25
"Moll, Sam",594580,"CIN","ST","Sweeper",0.6,2,"324",36.5,"57","0.17","0.302","0.252",37.8,38.6,23.7,"0.161","0.253","0.213",25.8
"Milner, Hoby",571948,"CHC","SI","Sinker",0.7,2,"239",42.1,"57","0.321","0.509","0.369",18.6,7,10.5,"0.366","0.572","0.419",45.1
"Wells, Tyler",669330,"TB","FC","Cutter",1.4,4,"248",28.1,"57","0.214","0.339","0.246",33.9,42.1,26.4,"0.169","0.305","0.211",34.4
"Sears, JP",676664,"SD","FF","4-Seam Fastball",1.6,3,"182",34.4,"57","0.231","0.346","0.289",18.9,21.1,17.6,"0.224","0.461","0.325",42.5
"Matthews, Zebby",805673,"MIN","CH","Changeup",-2.6,-5,"194",13.1,"57","0.308","0.519","0.362",17.1,14,16.7,"0.269","0.444","0.324",42.6
"Gage, Matt",657424,"SF","SL","Slider",-2.5,-6,"236",44.9,"57","0.313","0.667","0.46",24.8,12.3,12.7,"0.313","0.601","0.432",38.1
"Lambert, Peter",663567,"HOU","SL","Slider",0.3,1,"254",13.5,"57","0.176","0.353","0.273",26.3,19.3,13.3,"0.197","0.322","0.271",37.5
"Kelly, Merrill",518876,"AZ","SI","Sinker",-1.8,-4,"196",9.8,"57","0.32","0.52","0.378",8.4,10.5,15.4,"0.34","0.563","0.408",45.7
"Pérez, Eury",691587,"MIA","SL","Slider",0.8,2,"294",15.5,"57","0.157","0.353","0.264",42.3,29.8,18.7,"0.204","0.423","0.311",44.1
"Seabold, Connor",657756,"KC","FF","4-Seam Fastball",-0.2,0,"252",52.9,"56","0.327","0.469","0.364",17.6,21.4,14.6,"0.256","0.35","0.294",43.6
"Orze, Eric",679358,"MIN","FF","4-Seam Fastball",-0.8,-1,"177",26.1,"56","0.279","0.442","0.397",8.2,21.4,28.6,"0.239","0.401","0.356",42.4
"Barlow, Scott",605130,"ATH","CU","Curveball",4,8,"199",34.3,"56","0.077","0.173","0.121",44.2,37.5,26.9,"0.124","0.215","0.171",18.2
"Suarez, Robert",663158,"ATL","FF","4-Seam Fastball",2.9,6,"221",47.4,"56","0.137","0.216","0.217",17.9,25,17.7,"0.213","0.374","0.29",45.9
"Vest, Will",676684,"DET","FF","4-Seam Fastball",-1.4,-3,"214",44.2,"56","0.362","0.532","0.433",19.2,23.2,18.1,"0.243","0.421","0.344",45.7
"Gómez, Yoendrys",672782,"MIN","ST","Sweeper",0.2,0,"213",24.6,"56","0.2","0.291","0.209",37.4,35.7,19.8,"0.179","0.31","0.219",38.9
"Doval, Camilo",666808,"PIT","SL","Slider",-1.1,-2,"214",28,"56","0.196","0.471","0.33",45,44.6,28.1,"0.165","0.335","0.254",42.3
"Garcia, Rico",670329,"BAL","FF","4-Seam Fastball",0.6,1,"244",33.6,"56","0.245","0.51","0.364",22.6,19.6,25,"0.293","0.501","0.381",42.1
"Peterson, David",656849,"CHC","CH","Changeup",-1.8,-4,"229",12.5,"56","0.283","0.396","0.364",22.2,19.6,18.6,"0.253","0.38","0.295",28.6
"Martin, Davis",663436,"CWS","FC","Cutter",-0.1,0,"256",13,"56","0.38","0.52","0.425",25,16.1,16.4,"0.354","0.51","0.408",48.8
"Griffin, Foster",656492,"CLE","CH","Changeup",0.7,2,"235",10.6,"56","0.157","0.196","0.256",34.7,17.9,18.2,"0.237","0.302","0.276",31.7
"Pérez, Eury",691587,"MIA","ST","Sweeper",0.9,2,"262",13.8,"55","0.204","0.37","0.252",36.2,36.4,21.3,"0.17","0.314","0.215",23.5
"Lugo, Seth",607625,"KC","ST","Sweeper",-3.4,-8,"224",10.4,"55","0.286","0.592","0.399",16.5,10.9,10.7,"0.286","0.61","0.408",43.2
"Silseth, Chase",681217,"TEX","FS","Split-Finger",-0.8,-2,"224",27.4,"55","0.204","0.367","0.293",37.5,29.1,17.4,"0.2","0.325","0.275",33.3
"Schreiber, John",670167,"KC","SI","Sinker",0.9,2,"172",23.5,"55","0.319","0.383","0.354",14.1,3.6,10.5,"0.331","0.493","0.391",52.2
"McGreevy, Michael",700241,"STL","FC","Cutter",-0.6,-1,"238",11.7,"55","0.353","0.588","0.449",16.7,9.1,15.6,"0.35","0.644","0.443",39.1
"Buehler, Walker",621111,"SD","SL","Slider",3.3,7,"212",10.7,"55","0.132","0.189","0.16",26.5,32.7,24,"0.166","0.282","0.208",42.9
"Imanaga, Shota",684007,"CHC","SI","Sinker",-1,-1,"142",6.6,"55","0.277","0.511","0.375",15.1,10.9,31.6,"0.295","0.47","0.373",52.4
"Winn, Cole",668390,"TEX","FF","4-Seam Fastball",-0.2,0,"207",30.9,"55","0.283","0.413","0.36",22.4,29.1,22.9,"0.259","0.458","0.363",61.3
"Paredes, Mike",702474,"MIN","FF","4-Seam Fastball",-2.3,-5,"204",37,"55","0.333","0.644","0.465",14.3,5.5,7.1,"0.293","0.495","0.402",66.7
"Lorenzen, Michael",547179,"COL","SL","Slider",-1,-2,"167",7.9,"55","0.25","0.404","0.323",22.9,27.3,22.1,"0.277","0.458","0.327",55.3
"Okert, Steven",595345,"HOU","FF","4-Seam Fastball",0.3,1,"252",27.2,"55","0.245","0.347","0.293",17.1,25.5,15.4,"0.24","0.342","0.287",52.8
"Alexander, Tyler",641302,"TEX","SI","Sinker",-0.4,-1,"162",19.8,"55","0.354","0.375","0.368",6.9,10.9,14.3,"0.257","0.3","0.295",25.6
"Matsui, Yuki",673513,"SD","FS","Split-Finger",0.2,0,"189",25.1,"55","0.149","0.319","0.244",48.1,38.2,22.3,"0.14","0.278","0.236",25
"Ashcraft, Graham",668933,"CIN","SL","Slider",2,4,"219",48.7,"55","0.093","0.204","0.157",45.5,50.9,37.8,"0.142","0.205","0.16",34.6
"Rodriguez, Bradgley",699134,"SD","FF","4-Seam Fastball",1.6,4,"221",25,"55","0.178","0.2","0.252",25.7,27.3,21.7,"0.169","0.229","0.239",24.2
"Ashby, Aaron",676879,"MIL","CU","Curveball",0.9,2,"246",20.5,"55","0.146","0.167","0.21",53.5,63.6,34.7,"0.111","0.129","0.18",23.1
"Johnson, Seth",686751,"ATH","FF","4-Seam Fastball",-2.3,-5,"197",47.8,"55","0.333","0.524","0.446",31.5,23.6,23.2,"0.26","0.469","0.401",58.6
"Buehler, Walker",621111,"SD","CU","Curveball",-3,-5,"178",9,"55","0.3","0.52","0.381",27.8,25.5,18.4,"0.279","0.523","0.373",41.7
"Pallette, Peyton",688883,"CLE","FF","4-Seam Fastball",-0.5,-1,"231",52.3,"55","0.275","0.425","0.41",29.1,16.4,16.1,"0.281","0.466","0.423",51.6
"Johnson, Ryan",696270,"LAA","FS","Split-Finger",0.7,2,"250",25,"55","0.173","0.231","0.225",35.9,21.8,15.4,"0.206","0.275","0.222",12.2
"Suarez, Ranger",624133,"BOS","CH","Changeup",-0.8,-2,"231",13.4,"55","0.226","0.396","0.28",29.2,18.2,11,"0.269","0.395","0.3",25.6
"Whisenhunt, Carson",687931,"SF","CH","Changeup",1.6,3,"186",38,"55","0.18","0.32","0.257",40.7,21.8,20,"0.221","0.378","0.296",42.1
"Dodd, Dylan",689266,"ATL","FC","Cutter",3,6,"192",32.4,"54","0.12","0.2","0.179",32,25.9,23,"0.21","0.299","0.254",30.6
"Gore, MacKenzie",669022,"TEX","SL","Slider",0.1,0,"226",10,"54","0.26","0.36","0.302",24.8,24.1,18.8,"0.209","0.356","0.274",48.6
"Prielipp, Connor",687570,"MIN","SI","Sinker",-0.1,0,"189",13.4,"54","0.346","0.442","0.376",14.1,13,19.4,"0.281","0.393","0.306",35.6
"Prielipp, Connor",687570,"MIN","CU","Curveball",-0.3,-1,"239",16.9,"54","0.196","0.275","0.249",38.9,50,21.6,"0.134","0.208","0.177",25
"Burke, Brock",656271,"CIN","SL","Slider",0.4,1,"266",28.8,"54","0.163","0.327","0.264",38.5,27.8,24.6,"0.214","0.422","0.302",31.4
"Schreiber, John",670167,"KC","FF","4-Seam Fastball",-2,-4,"201",27.5,"54","0.204","0.408","0.316",28.3,38.9,22.6,"0.196","0.333","0.269",35.7
"Svanson, Matt",694335,"STL","ST","Sweeper",0.3,1,"254",32.2,"54","0.196","0.294","0.256",27.7,31.5,19.5,"0.247","0.4","0.3",35.3
"Lynch IV, Daniel",663738,"KC","SL","Slider",2.5,4,"176",23.5,"54","0.137","0.235","0.189",43.4,35.2,26,"0.185","0.318","0.241",31.3
"Laweryson, Cody",689520,"MIN","FF","4-Seam Fastball",0.8,2,"203",68.6,"54","0.178","0.267","0.297",21.3,29.6,30.8,"0.171","0.24","0.251",36.7
"Rogers, Tyler",643511,"TOR","SL","Slider",-0.2,0,"182",23.2,"54","0.22","0.26","0.269",20.2,20.4,13.1,"0.191","0.233","0.212",15
"Whitlock, Garrett",676477,"BOS","SL","Slider",1.4,2,"168",27.1,"54","0.157","0.275","0.203",44.8,42.6,32.9,"0.192","0.34","0.244",37.9
"Sugano, Tomoyuki",608372,"COL","FC","Cutter",-1.5,-3,"207",11.4,"54","0.25","0.654","0.401",18,5.6,10.3,"0.316","0.735","0.45",44.9
"Gray, Sonny",543243,"BOS","CU","Curveball",-1.9,-6,"309",16.8,"54","0.326","0.652","0.445",32.8,22.2,20.7,"0.261","0.443","0.335",44.4
"Eovaldi, Nathan",543135,"TEX","SI","Sinker",-1.5,-2,"142",7.1,"54","0.34","0.48","0.399",10.2,3.7,14.3,"0.307","0.417","0.341",33.3
"Johnson, Pierce",572955,"CIN","FF","4-Seam Fastball",0.2,0,"212",36.2,"54","0.182","0.409","0.318",21.1,27.8,18.5,"0.232","0.479","0.361",46.7
"Giolito, Lucas",608337,"SD","CH","Changeup",-1.6,-3,"191",34.7,"54","0.283","0.457","0.391",24.4,14.8,15.4,"0.242","0.346","0.319",28.9
"Suarez, José",660761,"ATH","SL","Slider",1.5,4,"265",26.1,"54","0.231","0.327","0.264",27.9,25.9,23.7,"0.21","0.27","0.227",23.7
"Lynch IV, Daniel",663738,"KC","CH","Changeup",2.2,4,"180",24,"54","0.25","0.346","0.262",30,16.7,20.5,"0.247","0.329","0.253",36.4
"Vesia, Alex",681911,"LAD","SL","Slider",2.4,6,"242",32.2,"54","0.109","0.217","0.237",41.2,38.9,26.6,"0.156","0.294","0.266",32
"Lord, Brad",695418,"WSH","SL","Slider",-0.3,-1,"236",21.6,"54","0.229","0.292","0.315",25,20.4,12.6,"0.27","0.418","0.341",48.6
"Cease, Dylan",656302,"TOR","SI","Sinker",0.5,1,"191",8.5,"54","0.213","0.319","0.291",14.9,24.1,24.5,"0.244","0.422","0.336",32.4
"Garcia, Rico",670329,"BAL","CH","Changeup",1.7,4,"204",28.1,"54","0.118","0.373","0.244",46.4,37,26,"0.136","0.291","0.21",22.6
"Feltner, Ryan",663372,"COL","SI","Sinker",1.3,3,"198",13.9,"54","0.3","0.4","0.321",14.2,9.3,11.1,"0.256","0.318","0.282",41.3
"Eisert, Brandon",685126,"PIT","FF","4-Seam Fastball",-0.3,-1,"241",37.7,"54","0.224","0.571","0.349",26.4,29.6,22.9,"0.176","0.353","0.25",45.7
"McLean, Nolan",690997,"NYM","ST","Sweeper",-2.9,-9,"307",13.6,"53","0.385","0.564","0.488",27,17,13.4,"0.269","0.379","0.39",20
"Lugo, Seth",607625,"KC","CH","Changeup",2.2,4,"192",8.9,"53","0.176","0.196","0.186",17.2,11.3,10.7,"0.289","0.391","0.309",44.4
"Yamamoto, Yoshinobu",808967,"LAD","CU","Curveball",0.3,1,"256",12.4,"53","0.275","0.392","0.322",23.1,20.8,16.4,"0.284","0.408","0.314",27.5
"Rangel, Alan",660604,"PHI","CH","Changeup",-1.2,-2,"183",37.3,"53","0.313","0.542","0.382",35.5,28.3,21.4,"0.234","0.349","0.28",20.6
"Eisert, Brandon",685126,"PIT","SL","Slider",-0.7,-2,"227",35.5,"53","0.286","0.469","0.386",35.1,24.5,15.3,"0.253","0.396","0.31",27.8
"Soto, Gregory",642397,"PIT","SL","Slider",2.6,6,"243",28,"53","0.14","0.18","0.172",42.4,45.3,25.8,"0.126","0.178","0.165",15.4
"Rocker, Kumar",677958,"TEX","FF","4-Seam Fastball",-0.5,-1,"232",12.6,"53","0.255","0.511","0.365",25.7,22.6,17.4,"0.229","0.495","0.348",31.4
"Brown, Ben",676962,"CHC","SI","Sinker",2.2,5,"207",20.6,"53","0.224","0.245","0.268",13,7.5,18.2,"0.242","0.313","0.276",33.3
"Nance, Tommy",667297,"MIN","SI","Sinker",-2.3,-5,"201",28.2,"53","0.422","0.622","0.473",12.8,3.8,8,"0.369","0.618","0.446",42.2
"Rojas, Kendry",696070,"MIN","FF","4-Seam Fastball",1,2,"226",43.4,"53","0.19","0.286","0.301",29.7,34,27.7,"0.153","0.211","0.26",20
"Ashcraft, Graham",668933,"CIN","FC","Cutter",-0.7,-2,"231",51.3,"53","0.308","0.462","0.463",19.4,7.5,7.3,"0.278","0.458","0.424",37.1
"Romano, Jordan",605447,"COL","SL","Slider",-0.3,-1,"216",51.7,"53","0.277","0.404","0.327",32.4,28.3,21.7,"0.272","0.37","0.313",33.3
"McLean, Nolan",690997,"NYM","FC","Cutter",-2.7,-6,"228",10.1,"53","0.378","0.667","0.533",25,11.3,20,"0.294","0.499","0.393",43.6
